pathogen,country,trailing_weeks,trailing_values,forecast_hw_weeks,forecast_hw_values,forecast_hw_threshold_pct,forecast_hw_high_risk_weeks,tda_n_anomalies,tda_H0_z,tda_H1_z,tda_status,tda_trend,tda_lead_weeks,tda_past_rising,tda_past_falling,tda_seasonal_iso_weeks,hw_last_obs_week,hw_residual_z,hw_surprised,pca_dist_z,pca_position,convergence,target_weeks,target_values,cutoff_week
SARS-CoV-2,Belgium,2025-W06|2025-W07|2025-W08|2025-W09|2025-W10|2025-W11,2.7|4.9|3.2|10.0|8.3|6.7,2025-W12|2025-W13|2025-W14|2025-W15|2025-W16|2025-W17|2025-W18|2025-W19|2025-W20|2025-W21|2025-W22|2025-W23,6.43|5.17|9.94|15.08|-4.55|-7.12|-4.11|3.92|-7.21|-7.25|13.36|-4.71,22.2,,8,-1.27,-0.36,normal,"H0_falling,H1_falling",7,4,4,1|26|46|47|49|50|51|52,2025-W11,0.03,False,0.58,normal,0,2025-W12|2025-W13|2025-W14|2025-W15|2025-W16|2025-W17|2025-W18|2025-W19|2025-W20|2025-W21|2025-W22|2025-W23,0.0|4.8|0.0|7.7|12.5|11.1|0.0|16.7|14.3|0.0|20.0|20.0,2025-W11
SARS-CoV-2,Belgium,2025-W08|2025-W09|2025-W10|2025-W11|2025-W12|2025-W13,3.2|10.0|8.3|6.7|0.0|4.8,2025-W14|2025-W15|2025-W16|2025-W17|2025-W18|2025-W19|2025-W20|2025-W21|2025-W22|2025-W23|2025-W24|2025-W25,8.24|13.34|-6.33|-8.9|-5.87|2.2|-8.9|-8.9|11.74|-6.33|0.64|4.44,22.2,,8,-0.5,-0.36,normal,"H0_rising,H1_falling",7,4,4,1|26|46|47|49|50|51|52,2025-W13,0.12,False,0.51,normal,0,2025-W14|2025-W15|2025-W16|2025-W17|2025-W18|2025-W19|2025-W20|2025-W21|2025-W22|2025-W23|2025-W24|2025-W25,0.0|7.7|12.5|11.1|0.0|16.7|14.3|0.0|20.0|20.0|42.9|50.0,2025-W13
SARS-CoV-2,Belgium,2025-W10|2025-W11|2025-W12|2025-W13|2025-W14|2025-W15,8.3|6.7|0.0|4.8|0.0|7.7,2025-W16|2025-W17|2025-W18|2025-W19|2025-W20|2025-W21|2025-W22|2025-W23|2025-W24|2025-W25|2025-W26|2025-W27,-10.4|-12.96|-9.93|-1.86|-12.96|-12.97|7.66|-10.42|-3.45|0.34|-2.6|-6.34,21.8,,8,-0.51,-0.36,normal,"H0_rising,H1_falling",7,4,4,1|26|46|47|49|50|51|52,2025-W15,-0.15,False,-0.09,normal,0,2025-W16|2025-W17|2025-W18|2025-W19|2025-W20|2025-W21|2025-W22|2025-W23|2025-W24|2025-W25|2025-W26|2025-W27,12.5|11.1|0.0|16.7|14.3|0.0|20.0|20.0|42.9|50.0|20.0|0.0,2025-W15
SARS-CoV-2,Belgium,2025-W12|2025-W13|2025-W14|2025-W15|2025-W16|2025-W17,0.0|4.8|0.0|7.7|12.5|11.1,2025-W18|2025-W19|2025-W20|2025-W21|2025-W22|2025-W23|2025-W24|2025-W25|2025-W26|2025-W27|2025-W28|2025-W29,4.74|12.8|1.68|1.65|22.23|4.13|11.05|14.82|11.85|8.08|18.06|23.61,21.4,2025-W22|2025-W29,8,0.16,-0.36,normal,"H0_rising,H1_falling",7,4,4,1|26|46|47|49|50|51|52,2025-W17,0.91,False,-0.65,normal,2,2025-W18|2025-W19|2025-W20|2025-W21|2025-W22|2025-W23|2025-W24|2025-W25|2025-W26|2025-W27|2025-W28|2025-W29,0.0|16.7|14.3|0.0|20.0|20.0|42.9|50.0|20.0|0.0|0.0|0.0,2025-W17
SARS-CoV-2,Belgium,2025-W14|2025-W15|2025-W16|2025-W17|2025-W18|2025-W19,0.0|7.7|12.5|11.1|0.0|16.7,2025-W20|2025-W21|2025-W22|2025-W23|2025-W24|2025-W25|2025-W26|2025-W27|2025-W28|2025-W29|2025-W30|2025-W31,2.03|2.04|22.67|4.6|11.57|15.37|12.43|8.69|18.67|24.23|12.32|21.44,21.4,2025-W22|2025-W29|2025-W31,8,0.99,-0.36,normal,"H0_rising,H1_falling",7,4,4,1|26|46|47|49|50|51|52,2025-W19,0.34,False,-0.56,normal,2,2025-W20|2025-W21|2025-W22|2025-W23|2025-W24|2025-W25|2025-W26|2025-W27|2025-W28|2025-W29|2025-W30|2025-W31,14.3|0.0|20.0|20.0|42.9|50.0|20.0|0.0|0.0|0.0|50.0|50.0,2025-W19
SARS-CoV-2,Belgium,2025-W16|2025-W17|2025-W18|2025-W19|2025-W20|2025-W21,12.5|11.1|0.0|16.7|14.3|0.0,2025-W22|2025-W23|2025-W24|2025-W25|2025-W26|2025-W27|2025-W28|2025-W29|2025-W30|2025-W31|2025-W32|2025-W33,24.79|6.71|13.67|17.46|14.52|10.78|20.77|26.33|14.4|23.51|40.72|47.41,21.4,2025-W22|2025-W29|2025-W31|2025-W32|2025-W33,8,0.52,-0.36,normal,"H0_rising,H1_falling",7,4,4,1|26|46|47|49|50|51|52,2025-W21,-0.4,False,-0.69,normal,2,2025-W22|2025-W23|2025-W24|2025-W25|2025-W26|2025-W27|2025-W28|2025-W29|2025-W30|2025-W31|2025-W32|2025-W33,20.0|20.0|42.9|50.0|20.0|0.0|0.0|0.0|50.0|50.0|0.0|0.0,2025-W21
SARS-CoV-2,Belgium,2025-W18|2025-W19|2025-W20|2025-W21|2025-W22|2025-W23,0.0|16.7|14.3|0.0|20.0|20.0,2025-W24|2025-W25|2025-W26|2025-W27|2025-W28|2025-W29|2025-W30|2025-W31|2025-W32|2025-W33|2025-W34|2025-W35,17.61|21.41|18.47|14.74|24.73|30.29|18.37|27.49|44.71|51.37|21.37|49.7,20.7,2025-W25|2025-W28|2025-W29|2025-W31|2025-W32|2025-W33|2025-W34|2025-W35,8,0.53,-0.36,normal,"H0_rising,H1_falling",7,4,4,1|26|46|47|49|50|51|52,2025-W23,0.91,False,-0.95,normal,2,2025-W24|2025-W25|2025-W26|2025-W27|2025-W28|2025-W29|2025-W30|2025-W31|2025-W32|2025-W33|2025-W34|2025-W35,42.9|50.0|20.0|0.0|0.0|0.0|50.0|50.0|0.0|0.0|33.3|33.3,2025-W23
SARS-CoV-2,Belgium,2025-W20|2025-W21|2025-W22|2025-W23|2025-W24|2025-W25,14.3|0.0|20.0|20.0|42.9|50.0,2025-W26|2025-W27|2025-W28|2025-W29|2025-W30|2025-W31|2025-W32|2025-W33|2025-W34|2025-W35|2025-W36|2025-W37,35.88|32.13|42.11|47.67|35.76|44.87|62.09|68.76|38.79|67.11|38.79|38.19,21.4,2025-W26|2025-W27|2025-W28|2025-W29|2025-W30|2025-W31|2025-W32|2025-W33|2025-W34|2025-W35|2025-W36|2025-W37,8,0.25,-0.36,normal,"H0_rising,H1_falling",7,4,4,1|26|46|47|49|50|51|52,2025-W25,1.11,False,-0.76,normal,2,2025-W26|2025-W27|2025-W28|2025-W29|2025-W30|2025-W31|2025-W32|2025-W33|2025-W34|2025-W35|2025-W36|2025-W37,20.0|0.0|0.0|0.0|50.0|50.0|0.0|0.0|33.3|33.3|53.8|12.5,2025-W25
SARS-CoV-2,Belgium,2025-W22|2025-W23|2025-W24|2025-W25|2025-W26|2025-W27,20.0|20.0|42.9|50.0|20.0|0.0,2025-W28|2025-W29|2025-W30|2025-W31|2025-W32|2025-W33|2025-W34|2025-W35|2025-W36|2025-W37|2025-W38|2025-W39,25.9|31.47|19.54|28.67|45.89|52.57|22.54|50.92|22.56|21.97|40.56|23.3,21.4,2025-W28|2025-W29|2025-W31|2025-W32|2025-W33|2025-W34|2025-W35|2025-W36|2025-W37|2025-W38|2025-W39,8,0.54,-0.36,normal,"H0_falling,H1_rising",7,4,4,1|26|46|47|49|50|51|52,2025-W27,-1.53,False,-0.86,normal,2,2025-W28|2025-W29|2025-W30|2025-W31|2025-W32|2025-W33|2025-W34|2025-W35|2025-W36|2025-W37|2025-W38|2025-W39,0.0|0.0|50.0|50.0|0.0|0.0|33.3|33.3|53.8|12.5|21.1|26.9,2025-W27
SARS-CoV-2,Belgium,2025-W24|2025-W25|2025-W26|2025-W27|2025-W28|2025-W29,42.9|50.0|20.0|0.0|0.0|0.0,2025-W30|2025-W31|2025-W32|2025-W33|2025-W34|2025-W35|2025-W36|2025-W37|2025-W38|2025-W39|2025-W40|2025-W41,0.42|9.54|26.77|33.44|3.45|31.8|3.48|2.9|21.51|4.25|-6.48|12.83,21.4,2025-W32|2025-W33|2025-W35|2025-W38,8,0.64,-0.36,normal,"H0_rising,H1_rising",7,4,4,1|26|46|47|49|50|51|52,2025-W29,-1.22,False,-0.54,normal,2,2025-W30|2025-W31|2025-W32|2025-W33|2025-W34|2025-W35|2025-W36|2025-W37|2025-W38|2025-W39|2025-W40|2025-W41,50.0|50.0|0.0|0.0|33.3|33.3|53.8|12.5|21.1|26.9|16.7|20.0,2025-W29
SARS-CoV-2,Belgium,2025-W26|2025-W27|2025-W28|2025-W29|2025-W30|2025-W31,20.0|0.0|0.0|0.0|50.0|50.0,2025-W32|2025-W33|2025-W34|2025-W35|2025-W36|2025-W37|2025-W38|2025-W39|2025-W40|2025-W41|2025-W42|2025-W43,54.14|60.82|30.84|59.17|30.84|30.24|48.84|31.58|20.85|40.16|29.79|39.76,21.8,2025-W32|2025-W33|2025-W34|2025-W35|2025-W36|2025-W37|2025-W38|2025-W39|2025-W41|2025-W42|2025-W43,8,0.4,-0.36,normal,"H0_falling,H1_falling",7,4,4,1|26|46|47|49|50|51|52,2025-W31,1.2,False,-0.58,normal,2,2025-W32|2025-W33|2025-W34|2025-W35|2025-W36|2025-W37|2025-W38|2025-W39|2025-W40|2025-W41|2025-W42|2025-W43,0.0|0.0|33.3|33.3|53.8|12.5|21.1|26.9|16.7|20.0|30.8|21.7,2025-W31
SARS-CoV-2,Belgium,2025-W28|2025-W29|2025-W30|2025-W31|2025-W32|2025-W33,0.0|0.0|50.0|50.0|0.0|0.0,2025-W34|2025-W35|2025-W36|2025-W37|2025-W38|2025-W39|2025-W40|2025-W41|2025-W42|2025-W43|2025-W44|2025-W45,-4.39|23.96|-4.37|-4.97|13.63|-3.64|-14.37|4.93|-5.44|4.52|-5.48|0.79,21.4,2025-W35,8,-0.46,-0.36,normal,"H0_falling,H1_rising",7,4,4,1|26|46|47|49|50|51|52,2025-W33,-2.22,True,-0.24,normal,2,2025-W34|2025-W35|2025-W36|2025-W37|2025-W38|2025-W39|2025-W40|2025-W41|2025-W42|2025-W43|2025-W44|2025-W45,33.3|33.3|53.8|12.5|21.1|26.9|16.7|20.0|30.8|21.7|14.3|0.0,2025-W33
SARS-CoV-2,Belgium,2025-W30|2025-W31|2025-W32|2025-W33|2025-W34|2025-W35,50.0|50.0|0.0|0.0|33.3|33.3,2025-W36|2025-W37|2025-W38|2025-W39|2025-W40|2025-W41|2025-W42|2025-W43|2025-W44|2025-W45|2025-W46|2025-W47,8.06|7.46|26.06|8.8|-1.94|17.36|6.99|16.96|6.96|13.23|5.73|15.66,22.2,2025-W38,8,-1.28,-0.36,normal,"H0_falling,H1_falling",7,4,4,1|26|46|47|49|50|51|52,2025-W35,-0.25,False,-0.98,normal,2,2025-W36|2025-W37|2025-W38|2025-W39|2025-W40|2025-W41|2025-W42|2025-W43|2025-W44|2025-W45|2025-W46|2025-W47,53.8|12.5|21.1|26.9|16.7|20.0|30.8|21.7|14.3|0.0|38.5|20.0,2025-W35
SARS-CoV-2,Belgium,2025-W32|2025-W33|2025-W34|2025-W35|2025-W36|2025-W37,0.0|0.0|33.3|33.3|53.8|12.5,2025-W38|2025-W39|2025-W40|2025-W41|2025-W42|2025-W43|2025-W44|2025-W45|2025-W46|2025-W47|2025-W48|2025-W49,37.91|20.66|9.94|29.26|18.88|28.83|18.84|25.09|17.6|27.52|17.09|21.11,22.2,2025-W38|2025-W41|2025-W43|2025-W45|2025-W47,8,-2.0,-0.36,elevated,"H0_falling,H1_falling",7,4,4,1|26|46|47|49|50|51|52,2025-W37,-0.54,False,-0.11,normal,3,2025-W38|2025-W39|2025-W40|2025-W41|2025-W42|2025-W43|2025-W44|2025-W45|2025-W46|2025-W47|2025-W48|2025-W49,21.1|26.9|16.7|20.0|30.8|21.7|14.3|0.0|38.5|20.0|0.0|10.7,2025-W37
SARS-CoV-2,Belgium,2025-W34|2025-W35|2025-W36|2025-W37|2025-W38|2025-W39,33.3|33.3|53.8|12.5|21.1|26.9,2025-W40|2025-W41|2025-W42|2025-W43|2025-W44|2025-W45|2025-W46|2025-W47|2025-W48|2025-W49|2025-W50|2025-W51,8.22|27.53|17.15|27.11|17.11|23.38|15.89|25.82|15.4|19.42|18.59|13.59,22.65,2025-W41|2025-W43|2025-W45|2025-W47,8,-2.1,-0.36,elevated,"H0_falling,H1_falling",7,4,4,1|26|46|47|49|50|51|52,2025-W39,0.63,False,-0.18,normal,3,2025-W40|2025-W41|2025-W42|2025-W43|2025-W44|2025-W45|2025-W46|2025-W47|2025-W48|2025-W49|2025-W50|2025-W51,16.7|20.0|30.8|21.7|14.3|0.0|38.5|20.0|0.0|10.7|0.0|8.0,2025-W39
SARS-CoV-2,Belgium,2025-W36|2025-W37|2025-W38|2025-W39|2025-W40|2025-W41,53.8|12.5|21.1|26.9|16.7|20.0,2025-W42|2025-W43|2025-W44|2025-W45|2025-W46|2025-W47|2025-W48|2025-W49|2025-W50|2025-W51|2025-W52|2026-W01,16.56|26.51|16.52|22.77|15.3|25.21|14.79|18.8|17.96|12.97|13.18|13.61,22.2,2025-W43|2025-W45|2025-W47,8,-0.51,-0.36,normal,"H0_rising,H1_falling",7,4,4,1|26|46|47|49|50|51|52,2025-W41,-0.55,False,0.12,normal,2,2025-W42|2025-W43|2025-W44|2025-W45|2025-W46|2025-W47|2025-W48|2025-W49|2025-W50|2025-W51|2025-W52|2026-W01,30.8|21.7|14.3|0.0|38.5|20.0|0.0|10.7|0.0|8.0|7.1|0.0,2025-W41
SARS-CoV-2,Belgium,2025-W38|2025-W39|2025-W40|2025-W41|2025-W42|2025-W43,21.1|26.9|16.7|20.0|30.8|21.7,2025-W44|2025-W45|2025-W46|2025-W47|2025-W48|2025-W49|2025-W50|2025-W51|2025-W52|2026-W01|2026-W02|2026-W03,18.06|24.33|16.83|26.78|16.36|20.41|19.58|14.59|14.8|15.24|17.24|10.21,22.65,2025-W45|2025-W47,8,-0.15,-0.36,normal,"H0_rising,H1_falling",7,4,4,1|26|46|47|49|50|51|52,2025-W43,-0.51,False,0.12,normal,2,2025-W44|2025-W45|2025-W46|2025-W47|2025-W48|2025-W49|2025-W50|2025-W51|2025-W52|2026-W01|2026-W02|2026-W03,14.3|0.0|38.5|20.0|0.0|10.7|0.0|8.0|7.1|0.0|3.0|2.9,2025-W43
SARS-CoV-2,Belgium,2025-W40|2025-W41|2025-W42|2025-W43|2025-W44|2025-W45,16.7|20.0|30.8|21.7|14.3|0.0,2025-W46|2025-W47|2025-W48|2025-W49|2025-W50|2025-W51|2025-W52|2026-W01|2026-W02|2026-W03|2026-W04|2026-W05,8.07|17.99|7.59|11.62|10.8|5.8|5.99|6.44|8.45|1.42|-2.75|0.85,22.2,,8,0.46,-0.36,normal,"H0_rising,H1_falling",7,4,4,1|26|46|47|49|50|51|52,2025-W45,-1.24,False,-0.95,normal,0,2025-W46|2025-W47|2025-W48|2025-W49|2025-W50|2025-W51|2025-W52|2026-W01|2026-W02|2026-W03|2026-W04|2026-W05,38.5|20.0|0.0|10.7|0.0|8.0|7.1|0.0|3.0|2.9|3.3|8.1,2025-W45
SARS-CoV-2,Belgium,2025-W42|2025-W43|2025-W44|2025-W45|2025-W46|2025-W47,30.8|21.7|14.3|0.0|38.5|20.0,2025-W48|2025-W49|2025-W50|2025-W51|2025-W52|2026-W01|2026-W02|2026-W03|2026-W04|2026-W05|2026-W06|2026-W07,14.91|18.94|18.11|13.12|13.32|13.93|15.94|8.89|4.72|8.32|-0.78|14.83,22.65,,8,0.44,-0.36,normal,"H0_rising,H1_falling",7,4,4,1|26|46|47|49|50|51|52,2025-W47,-0.42,False,-1.71,normal,0,2025-W48|2025-W49|2025-W50|2025-W51|2025-W52|2026-W01|2026-W02|2026-W03|2026-W04|2026-W05|2026-W06|2026-W07,0.0|10.7|0.0|8.0|7.1|0.0|3.0|2.9|3.3|8.1|0.0|0.0,2025-W47
SARS-CoV-2,Bulgaria,2023-W51|2023-W52|2024-W01|2024-W02|2024-W03|2024-W04,19.5|15.15|10.8|10.1|3.7|5.8,2024-W05|2024-W06|2024-W07|2024-W08|2024-W09|2024-W10|2024-W11|2024-W12|2024-W13|2024-W14|2024-W15|2024-W16,22.43|15.45|8.47|8.3|11.83|24.76|7.83|2.54|8.99|7.01|7.71|8.41,13.88,2024-W05|2024-W06|2024-W10,7,0.33,-0.36,normal,"H0_rising,H1_rising",7,3,4,1|46|47|49|50|51|52,2024-W04,-1.14,False,1.08,elevated,2,2024-W05|2024-W06|2024-W07|2024-W08|2024-W09|2024-W10|2024-W11|2024-W12|2024-W13|2024-W14|2024-W15|2024-W16,4.6|3.9|2.7|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0,2024-W04
SARS-CoV-2,Bulgaria,2024-W01|2024-W02|2024-W03|2024-W04|2024-W05|2024-W06,10.8|10.1|3.7|5.8|4.6|3.9,2024-W07|2024-W08|2024-W09|2024-W10|2024-W11|2024-W12|2024-W13|2024-W14|2024-W15|2024-W16|2024-W17|2024-W18,4.63|4.26|7.59|20.31|3.18|-2.3|3.96|1.78|2.29|2.8|3.3|3.8,13.82,2024-W10,7,0.95,-0.36,normal,"H0_rising,H1_falling",7,3,4,1|46|47|49|50|51|52,2024-W06,-1.15,False,0.63,normal,2,2024-W07|2024-W08|2024-W09|2024-W10|2024-W11|2024-W12|2024-W13|2024-W14|2024-W15|2024-W16|2024-W17|2024-W18,2.7|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.17|0.34,2024-W06
SARS-CoV-2,Bulgaria,2024-W03|2024-W04|2024-W05|2024-W06|2024-W07|2024-W08,3.7|5.8|4.6|3.9|2.7|0.0,2024-W09|2024-W10|2024-W11|2024-W12|2024-W13|2024-W14|2024-W15|2024-W16|2024-W17|2024-W18|2024-W19|2024-W20,6.78|19.45|2.26|-3.28|2.93|0.7|1.16|1.61|2.07|2.51|2.96|3.39,13.76,2024-W10,7,0.57,-0.36,normal,"H0_rising,H1_falling",7,3,4,1|46|47|49|50|51|52,2024-W08,-0.51,False,0.56,normal,2,2024-W09|2024-W10|2024-W11|2024-W12|2024-W13|2024-W14|2024-W15|2024-W16|2024-W17|2024-W18|2024-W19|2024-W20,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.17|0.34|0.52|0.69,2024-W08
SARS-CoV-2,Bulgaria,2024-W05|2024-W06|2024-W07|2024-W08|2024-W09|2024-W10,4.6|3.9|2.7|0.0|0.0|0.0,2024-W11|2024-W12|2024-W13|2024-W14|2024-W15|2024-W16|2024-W17|2024-W18|2024-W19|2024-W20|2024-W21|2024-W22,-1.46|-7.31|-1.41|-3.95|-3.79|-3.64|-3.48|-3.33|-3.18|-3.03|-2.89|-2.74,13.69,,7,0.4,-0.36,normal,"H0_rising,H1_falling",7,3,4,1|46|47|49|50|51|52,2024-W10,-2.3,True,-0.41,normal,0,2024-W11|2024-W12|2024-W13|2024-W14|2024-W15|2024-W16|2024-W17|2024-W18|2024-W19|2024-W20|2024-W21|2024-W22,0.0|0.0|0.0|0.0|0.0|0.0|0.17|0.34|0.52|0.69|0.86|1.03,2024-W10
SARS-CoV-2,Bulgaria,2024-W07|2024-W08|2024-W09|2024-W10|2024-W11|2024-W12,2.7|0.0|0.0|0.0|0.0|0.0,2024-W13|2024-W14|2024-W15|2024-W16|2024-W17|2024-W18|2024-W19|2024-W20|2024-W21|2024-W22|2024-W23|2024-W24,-1.78|-4.16|-3.85|-3.54|-3.22|-2.91|-2.6|-2.28|-1.97|-1.65|-1.34|-1.03,13.63,,7,1.44,-0.36,normal,"H0_rising,H1_falling",7,3,4,1|46|47|49|50|51|52,2024-W12,1.18,False,-0.44,normal,0,2024-W13|2024-W14|2024-W15|2024-W16|2024-W17|2024-W18|2024-W19|2024-W20|2024-W21|2024-W22|2024-W23|2024-W24,0.0|0.0|0.0|0.0|0.17|0.34|0.52|0.69|0.86|1.03|1.21|1.38,2024-W12
SARS-CoV-2,Bulgaria,2024-W09|2024-W10|2024-W11|2024-W12|2024-W13|2024-W14,0.0|0.0|0.0|0.0|0.0|0.0,2024-W15|2024-W16|2024-W17|2024-W18|2024-W19|2024-W20|2024-W21|2024-W22|2024-W23|2024-W24|2024-W25|2024-W26,-2.95|-2.64|-2.33|-2.01|-1.7|-1.39|-1.07|-0.76|-0.44|-0.13|0.18|0.5,13.57,,7,1.03,-0.36,normal,"H0_rising,H1_falling",7,3,4,1|46|47|49|50|51|52,2024-W14,0.49,False,-0.36,normal,0,2024-W15|2024-W16|2024-W17|2024-W18|2024-W19|2024-W20|2024-W21|2024-W22|2024-W23|2024-W24|2024-W25|2024-W26,0.0|0.0|0.17|0.34|0.52|0.69|0.86|1.03|1.21|1.38|1.55|1.72,2024-W14
SARS-CoV-2,Bulgaria,2024-W11|2024-W12|2024-W13|2024-W14|2024-W15|2024-W16,0.0|0.0|0.0|0.0|0.0|0.0,2024-W17|2024-W18|2024-W19|2024-W20|2024-W21|2024-W22|2024-W23|2024-W24|2024-W25|2024-W26|2024-W27|2024-W28,-0.78|-0.45|-0.11|0.21|0.54|0.86|1.18|1.49|1.8|2.11|2.41|2.71,13.5,,7,0.07,-0.36,normal,"H0_falling,H1_falling",7,3,4,1|46|47|49|50|51|52,2024-W16,0.16,False,-0.18,normal,0,2024-W17|2024-W18|2024-W19|2024-W20|2024-W21|2024-W22|2024-W23|2024-W24|2024-W25|2024-W26|2024-W27|2024-W28,0.17|0.34|0.52|0.69|0.86|1.03|1.21|1.38|1.55|1.72|1.9|2.07,2024-W16
SARS-CoV-2,Bulgaria,2024-W13|2024-W14|2024-W15|2024-W16|2024-W17|2024-W18,0.0|0.0|0.0|0.0|0.17|0.34,2024-W19|2024-W20|2024-W21|2024-W22|2024-W23|2024-W24|2024-W25|2024-W26|2024-W27|2024-W28|2024-W29|2024-W30,0.09|0.44|0.78|1.12|1.45|1.78|2.11|2.43|2.75|3.06|3.37|3.68,13.5,,7,-0.08,-0.36,normal,"H0_falling,H1_falling",7,3,4,1|46|47|49|50|51|52,2024-W18,0.09,False,-0.53,normal,0,2024-W19|2024-W20|2024-W21|2024-W22|2024-W23|2024-W24|2024-W25|2024-W26|2024-W27|2024-W28|2024-W29|2024-W30,0.52|0.69|0.86|1.03|1.21|1.38|1.55|1.72|1.9|2.07|2.24|2.41,2024-W18
SARS-CoV-2,Bulgaria,2024-W15|2024-W16|2024-W17|2024-W18|2024-W19|2024-W20,0.0|0.0|0.17|0.34|0.52|0.69,2024-W21|2024-W22|2024-W23|2024-W24|2024-W25|2024-W26|2024-W27|2024-W28|2024-W29|2024-W30|2024-W31|2024-W32,0.86|1.2|1.54|1.88|2.21|2.54|2.86|3.18|3.49|3.81|4.12|4.42,13.5,,7,-1.5,-0.36,normal,"H0_falling,H1_falling",7,3,4,1|46|47|49|50|51|52,2024-W20,0.02,False,-0.43,normal,0,2024-W21|2024-W22|2024-W23|2024-W24|2024-W25|2024-W26|2024-W27|2024-W28|2024-W29|2024-W30|2024-W31|2024-W32,0.86|1.03|1.21|1.38|1.55|1.72|1.9|2.07|2.24|2.41|2.59|2.76,2024-W20
SARS-CoV-2,Bulgaria,2024-W17|2024-W18|2024-W19|2024-W20|2024-W21|2024-W22,0.17|0.34|0.52|0.69|0.86|1.03,2024-W23|2024-W24|2024-W25|2024-W26|2024-W27|2024-W28|2024-W29|2024-W30|2024-W31|2024-W32|2024-W33|2024-W34,1.52|1.85|2.18|2.51|2.83|3.15|3.47|3.78|4.08|4.39|4.69|4.98,13.44,,7,-0.75,1.62,elevated,"H0_falling,H1_rising",7,3,4,1|46|47|49|50|51|52,2024-W22,-0.02,False,-0.22,normal,1,2024-W23|2024-W24|2024-W25|2024-W26|2024-W27|2024-W28|2024-W29|2024-W30|2024-W31|2024-W32|2024-W33|2024-W34,1.21|1.38|1.55|1.72|1.9|2.07|2.24|2.41|2.59|2.76|2.93|3.1,2024-W22
SARS-CoV-2,Bulgaria,2024-W19|2024-W20|2024-W21|2024-W22|2024-W23|2024-W24,0.52|0.69|0.86|1.03|1.21|1.38,2024-W25|2024-W26|2024-W27|2024-W28|2024-W29|2024-W30|2024-W31|2024-W32|2024-W33|2024-W34|2024-W35|2024-W36,1.78|2.09|2.41|2.72|3.04|3.35|3.67|3.98|4.29|4.61|4.92|5.24,13.38,,7,-0.22,-0.36,normal,"H0_rising,H1_falling",7,3,4,1|46|47|49|50|51|52,2024-W24,-0.01,False,-0.65,normal,0,2024-W25|2024-W26|2024-W27|2024-W28|2024-W29|2024-W30|2024-W31|2024-W32|2024-W33|2024-W34|2024-W35|2024-W36,1.55|1.72|1.9|2.07|2.24|2.41|2.59|2.76|2.93|3.1|3.28|3.45,2024-W24
SARS-CoV-2,Bulgaria,2024-W21|2024-W22|2024-W23|2024-W24|2024-W25|2024-W26,0.86|1.03|1.21|1.38|1.55|1.72,2024-W27|2024-W28|2024-W29|2024-W30|2024-W31|2024-W32|2024-W33|2024-W34|2024-W35|2024-W36|2024-W37|2024-W38,2.6|2.9|3.2|3.49|3.78|4.07|4.35|4.63|4.9|5.17|5.44|5.71,13.34,,8,-3.59,-0.36,anomaly,"H0_falling,H1_falling",7,4,4,1|26|46|47|49|50|51|52,2024-W26,-0.09,False,-0.23,normal,1,2024-W27|2024-W28|2024-W29|2024-W30|2024-W31|2024-W32|2024-W33|2024-W34|2024-W35|2024-W36|2024-W37|2024-W38,1.9|2.07|2.24|2.41|2.59|2.76|2.93|3.1|3.28|3.45|3.62|3.79,2024-W26
SARS-CoV-2,Bulgaria,2024-W23|2024-W24|2024-W25|2024-W26|2024-W27|2024-W28,1.21|1.38|1.55|1.72|1.9|2.07,2024-W29|2024-W30|2024-W31|2024-W32|2024-W33|2024-W34|2024-W35|2024-W36|2024-W37|2024-W38|2024-W39|2024-W40,3.04|3.32|3.59|3.86|4.13|4.4|4.66|4.92|5.17|5.42|5.67|5.91,13.3,,8,-1.41,-0.36,normal,"H0_falling,H1_rising",7,4,4,1|26|46|47|49|50|51|52,2024-W28,-0.1,False,-0.19,normal,0,2024-W29|2024-W30|2024-W31|2024-W32|2024-W33|2024-W34|2024-W35|2024-W36|2024-W37|2024-W38|2024-W39|2024-W40,2.24|2.41|2.59|2.76|2.93|3.1|3.28|3.45|3.62|3.79|3.97|4.14,2024-W28
SARS-CoV-2,Bulgaria,2024-W25|2024-W26|2024-W27|2024-W28|2024-W29|2024-W30,1.55|1.72|1.9|2.07|2.24|2.41,2024-W31|2024-W32|2024-W33|2024-W34|2024-W35|2024-W36|2024-W37|2024-W38|2024-W39|2024-W40|2024-W41|2024-W42,3.25|3.56|3.87|4.19|4.5|4.81|5.13|5.44|5.75|6.07|6.38|6.7,13.28,,8,0.1,-0.36,normal,"H0_rising,H1_falling",7,4,4,1|26|46|47|49|50|51|52,2024-W30,-0.08,False,0.35,normal,0,2024-W31|2024-W32|2024-W33|2024-W34|2024-W35|2024-W36|2024-W37|2024-W38|2024-W39|2024-W40|2024-W41|2024-W42,2.59|2.76|2.93|3.1|3.28|3.45|3.62|3.79|3.97|4.14|4.31|4.48,2024-W30
